County,Year,Indicator,Measure,Year,Jan-Mar,Apr-Jun,Jul-Sep,Oct-Dec,Annual
Pinellas,2016,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2016,313,287,345,351,1296
Pinellas,2016,All Drug Non-fatal Overdose Emergency Department Visits,Count,2016,429,401,471,433,1734
Pinellas,2016,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2016,302,298,345,317,1262
Pinellas,2016,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2016,123,102,124,112,461
Pinellas,2016,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2016,109,82,147,141,479
Pinellas,2016,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2016,95,74,132,127,428
Pinellas,2016,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2016,13,7,15,14,49
Pinellas,2016,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2016,25,17,41,30,113
Pinellas,2016,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2016,24,17,40,30,111
Pinellas,2016,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2016,<5,<5,<5,<5,<5
Pinellas,2016,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2016,37,32,24,33,126
Pinellas,2016,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2016,34,27,21,25,107
Pinellas,2016,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2016,<5,5,<5,7,18
Pinellas,2016,All Drug Non-fatal Overdose Hospitalizations,Count,2016,416,459,488,453,1816
Pinellas,2016,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2016,259,287,329,283,1158
Pinellas,2016,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2016,155,173,158,171,657
Pinellas,2016,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2016,125,143,167,167,602
Pinellas,2016,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2016,100,113,139,139,491
Pinellas,2016,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2016,25,29,28,27,109
Pinellas,2016,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,8,8,7,25
Pinellas,2016,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,7,6,6,21
Pinellas,2016,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,<5,<5,<5,<5
Pinellas,2016,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2016,47,54,67,42,210
Pinellas,2016,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2016,39,42,53,36,170
Pinellas,2016,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2016,8,12,14,6,40
Pinellas,2016,Florida Poison Information Network Calls Related to Opioids,Count,2016,61,50,56,53,220
Pinellas,2016,Naloxone Administered,Count,2016,828,788,972,937,3525
Pinellas,2016,Naloxone Administered by EMS,Count,2016,768,744,904,874,3290
Pinellas,2016,Naloxone Administered Prior to EMS,Count,2016,60,44,68,63,235
Pinellas,2016,Naloxone Administration Not Applicable/Not Recorded,Count,2016,0,0,0,0,0
Desoto,2018,Opioid Overdose Deaths,Count,2018,0,0,1,0,1
Desoto,2018,Drug Overdose Deaths,Count,2018,0,0,2,0,2
Desoto,2018,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2018,,,,,9.2
Desoto,2018,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2018,,,,,15.6
Desoto,2018,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2018,3,1,0,3,7
Desoto,2018,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2018,5,5,10,7,27
Desoto,2018,All Drug Non-fatal Overdose Emergency Department Visits,Count,2018,9,13,10,10,42
Desoto,2018,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2018,5,11,6,7,29
Desoto,2018,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,13
Desoto,2018,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,8
Desoto,2018,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,7
Desoto,2018,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2018,<5,<5,<5,<5,<5
Desoto,2018,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,<5
Desoto,2018,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,<5
Desoto,2018,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,<5
Desoto,2018,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,10
Desoto,2018,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,8
Desoto,2018,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2018,<5,<5,<5,<5,<5
Desoto,2018,All Drug Non-fatal Overdose Hospitalizations,Count,2018,9,12,10,14,45
Desoto,2018,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2018,6,7,6,12,31
Desoto,2018,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2018,<5,5,<5,<5,14
Desoto,2018,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2018,5,5,<5,<5,16
Desoto,2018,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,5,<5,<5,15
Desoto,2018,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Desoto,2018,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Desoto,2018,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Desoto,2018,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Desoto,2018,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,7
Desoto,2018,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,7
Desoto,2018,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2018,<5,<5,<5,<5,<5
Desoto,2018,Florida Poison Information Network Calls Related to Opioids,Count,2018,1,1,1,4,7
Desoto,2018,Naloxone Administered,Count,2018,8,9,4,7,28
Desoto,2018,Naloxone Administered by EMS,Count,2018,8,7,4,7,26
Desoto,2018,Naloxone Administered Prior to EMS,Count,2018,0,2,0,0,2
Desoto,2018,Naloxone Administration Not Applicable/Not Recorded,Count,2018,0,0,0,0,0
Glades,2015,Opioid Overdose Deaths,Count,2015,0,1,0,0,1
Glades,2015,Drug Overdose Deaths,Count,2015,,1,,,1
Glades,2015,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2015,,,,,8.2
Glades,2015,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2015,,,,,8.2
Glades,2015,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2015,0,0,1,0,1
Glades,2015,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2015,3,0,2,1,6
Glades,2015,All Drug Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,6
Glades,2015,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,6
Glades,2015,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2015,<5,<5,<5,<5,<5
Glades,2015,All Drug Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2015,<5,<5,<5,<5,<5
Glades,2015,Florida Poison Information Network Calls Related to Opioids,Count,2015,0,1,0,0,1
Glades,2015,Naloxone Administered,Count,2015,1,0,1,0,2
Glades,2015,Naloxone Administered by EMS,Count,2015,0,0,1,0,1
Glades,2015,Naloxone Administered Prior to EMS,Count,2015,0,0,0,0,0
Glades,2015,Naloxone Administration Not Applicable/Not Recorded,Count,2015,1,0,0,0,1
Gadsden,2017,Opioid Overdose Deaths,Count,2017,0,0,0,0,0
Gadsden,2017,Drug Overdose Deaths,Count,2017,0,1,0,2,3
Gadsden,2017,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2017,,,,,0.0
Gadsden,2017,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2017,,,,,2.0
Gadsden,2017,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2017,1,3,2,1,7
Gadsden,2017,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2017,9,12,14,16,51
Gadsden,2017,All Drug Non-fatal Overdose Emergency Department Visits,Count,2017,9,17,10,9,45
Gadsden,2017,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2017,6,17,9,6,38
Gadsden,2017,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,7
Gadsden,2017,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,8
Gadsden,2017,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,6
Gadsden,2017,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,All Drug Non-fatal Overdose Hospitalizations,Count,2017,14,17,13,12,56
Gadsden,2017,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2017,6,7,9,9,31
Gadsden,2017,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2017,8,10,<5,<5,25
Gadsden,2017,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,6,11
Gadsden,2017,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,5,6
Gadsden,2017,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,5
Gadsden,2017,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,7,<5,12
Gadsden,2017,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,6,<5,11
Gadsden,2017,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Gadsden,2017,Florida Poison Information Network Calls Related to Opioids,Count,2017,2,0,0,3,5
Gadsden,2017,Naloxone Administered,Count,2017,5,6,5,5,21
Gadsden,2017,Naloxone Administered by EMS,Count,2017,5,6,5,5,21
Gadsden,2017,Naloxone Administered Prior to EMS,Count,2017,0,0,0,0,0
Gadsden,2017,Naloxone Administration Not Applicable/Not Recorded,Count,2017,0,0,0,0,0
Columbia,2020,Opioid Overdose Deaths,Count,2020,3,2,3,2,10
Columbia,2020,Drug Overdose Deaths,Count,2020,4,2,3,2,11
Columbia,2020,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2020,,,,,12.3
Columbia,2020,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2020,,,,,13.2
Columbia,2020,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2020,1,1,1,,3
Columbia,2020,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2020,2,4,1,,7
Columbia,2020,All Drug Non-fatal Overdose Emergency Department Visits,Count,2020,32,14,35,28,109
Columbia,2020,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2020,18,11,28,21,78
Columbia,2020,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2020,14,<5,7,7,31
Columbia,2020,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,11,<5,19
Columbia,2020,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,11,<5,18
Columbia,2020,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2020,<5,<5,<5,<5,<5
Columbia,2020,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Columbia,2020,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Columbia,2020,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Columbia,2020,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,10
Columbia,2020,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,9
Columbia,2020,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2020,<5,<5,<5,<5,<5
Columbia,2020,All Drug Non-fatal Overdose Hospitalizations,Count,2020,30,38,30,36,134
Columbia,2020,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2020,22,25,27,24,98
Columbia,2020,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2020,8,14,5,12,39
Columbia,2020,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,6,6,8,23
Columbia,2020,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,6,6,7,22
Columbia,2020,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Columbia,2020,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Columbia,2020,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Columbia,2020,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Columbia,2020,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2020,9,<5,<5,<5,21
Columbia,2020,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2020,9,<5,<5,<5,20
Columbia,2020,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2020,<5,<5,<5,<5,<5
Columbia,2020,Florida Poison Information Network Calls Related to Opioids,Count,2020,2,3,5,4,14
Columbia,2020,Naloxone Administered,Count,2020,5,41,69,,115
Columbia,2020,Naloxone Administered by EMS,Count,2020,4,40,68,,112
Columbia,2020,Naloxone Administered Prior to EMS,Count,2020,0,1,1,,2
Columbia,2020,Naloxone Administration Not Applicable/Not Recorded,Count,2020,1,0,0,,1
Okaloosa,2016,Opioid Overdose Deaths,Count,2016,10,7,12,10,39
Okaloosa,2016,Drug Overdose Deaths,Count,2016,12,8,14,12,46
Okaloosa,2016,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2016,,,,,22.1
Okaloosa,2016,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2016,,,,,25.9
Okaloosa,2016,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2016,26,25,35,30,116
Okaloosa,2016,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2016,77,80,75,74,306
Okaloosa,2016,All Drug Non-fatal Overdose Emergency Department Visits,Count,2016,69,87,88,74,318
Okaloosa,2016,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2016,56,73,78,58,265
Okaloosa,2016,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2016,11,14,10,16,51
Okaloosa,2016,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2016,18,19,24,23,84
Okaloosa,2016,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2016,18,19,21,21,79
Okaloosa,2016,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2016,<5,<5,<5,<5,5
Okaloosa,2016,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2016,11,9,10,8,38
Okaloosa,2016,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2016,11,9,9,8,37
Okaloosa,2016,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2016,<5,<5,<5,<5,<5
Okaloosa,2016,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2016,<5,6,<5,8,21
Okaloosa,2016,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2016,<5,6,<5,8,21
Okaloosa,2016,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2016,<5,<5,<5,<5,<5
Okaloosa,2016,All Drug Non-fatal Overdose Hospitalizations,Count,2016,63,69,63,61,256
Okaloosa,2016,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2016,34,38,38,45,155
Okaloosa,2016,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2016,28,30,23,16,97
Okaloosa,2016,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2016,17,19,17,23,76
Okaloosa,2016,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2016,15,15,16,23,69
Okaloosa,2016,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,<5,<5,<5,5
Okaloosa,2016,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,<5,6,<5,12
Okaloosa,2016,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,<5,6,<5,12
Okaloosa,2016,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,<5,<5,<5,<5
Okaloosa,2016,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2016,9,7,6,7,29
Okaloosa,2016,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2016,9,5,5,6,25
Okaloosa,2016,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2016,<5,<5,<5,<5,<5
Okaloosa,2016,Florida Poison Information Network Calls Related to Opioids,Count,2016,7,10,13,8,38
Okaloosa,2016,Naloxone Administered,Count,2016,56,46,77,69,248
Okaloosa,2016,Naloxone Administered by EMS,Count,2016,52,45,72,66,235
Okaloosa,2016,Naloxone Administered Prior to EMS,Count,2016,4,1,5,3,13
Okaloosa,2016,Naloxone Administration Not Applicable/Not Recorded,Count,2016,0,0,0,0,0
Walton,2017,Opioid Overdose Deaths,Count,2017,2,2,0,1,5
Walton,2017,Drug Overdose Deaths,Count,2017,2,4,1,3,10
Walton,2017,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2017,,,,,7.9
Walton,2017,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2017,,,,,13.1
Walton,2017,Emergency Medical Service Responses to a Suspected Non-fatal Opioid-involved Overdose,Count,2017,8,16,6,11,41
Walton,2017,Emergency Medical Service Responses to a Suspected Non-fatal Drug Overdose Including Opioids,Count,2017,49,59,48,49,205
Walton,2017,All Drug Non-fatal Overdose Emergency Department Visits,Count,2017,13,20,20,23,76
Walton,2017,Unintentional/Undetermined Non-fatal Drug Overdose Emergency Department Visits,Count,2017,8,16,15,17,56
Walton,2017,Intentional Self-harm Non-fatal Drug Overdose Emergency Department Visits,Count,2017,5,<5,5,6,20
Walton,2017,Opioid-Involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,5,<5,<5,10
Walton,2017,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,5,<5,<5,10
Walton,2017,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Emergency Department visits,Count,2017,<5,<5,<5,<5,<5
Walton,2017,Heroin-Involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,5
Walton,2017,Unintentional/undetermined Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,5
Walton,2017,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Walton,2017,Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,10
Walton,2017,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,9
Walton,2017,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Emergency Department Visits,Count,2017,<5,<5,<5,<5,<5
Walton,2017,All Drug Non-fatal Overdose Hospitalizations,Count,2017,18,18,20,17,73
Walton,2017,Unintentional/Undetermined Non-fatal Drug Overdose Hospitalizations,Count,2017,12,10,11,11,44
Walton,2017,Intentional Self-harm Non-fatal Drug Overdose Hospitalizations,Count,2017,6,8,9,6,29
Walton,2017,Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,7,6,<5,<5,19
Walton,2017,Unintentional/Undetermined Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,7,5,<5,<5,17
Walton,2017,Intentional Self-harm Non-fatal Opioid-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Walton,2017,Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Walton,2017,Unintentional/Undetermined Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Walton,2017,Intentional Self-harm Non-fatal Heroin-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Walton,2017,Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Walton,2017,Unintentional/Undetermined Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Walton,2017,Intentional Self-harm Non-fatal Stimulant-involved Non-fatal Overdose Hospitalizations,Count,2017,<5,<5,<5,<5,<5
Walton,2017,Florida Poison Information Network Calls Related to Opioids,Count,2017,5,2,3,0,10
Walton,2017,Naloxone Administered,Count,2017,21,33,12,23,89
Walton,2017,Naloxone Administered by EMS,Count,2017,18,25,10,17,70
Walton,2017,Naloxone Administered Prior to EMS,Count,2017,0,4,0,3,7
Walton,2017,Naloxone Administration Not Applicable/Not Recorded,Count,2017,3,4,2,3,12
Martin,2015,Opioid Overdose Deaths,Count,2015,6,5,3,7,21
Martin,2015,Drug Overdose Deaths,Count,2015,9,6,5,7,27
Martin,2015,Opioid Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2015,,,,,16.0
Martin,2015,Drug Overdose Annual Age-Adjusted Death Rate,Per 100000 persons,2015,,,,,19.5
